RefseqId	GeneId	Chrom	TxStart	TxEnd	Strand	RpkmCondition1	RpkmCondition2	baseMean	log2FoldChange	pvalue	padj	'-LOG10(pval)'	'-LOG10(padj)'
NM_001033669,NM_001291441	Fbxw10	chr11	62847122	62877462	+	3.07e+00	2.38e+00	158.97896571081	0.477420339770827	0.417697934748393	0.999926082898195	3.79e-01	3.21e-05
NM_001033711,NM_010161	Evi2a	chr11	79526560	79530609	-	9.58e+00	2.79e+00	184.37475571582	1.82074924972517	0.00271987940382345	0.097761910358776	2.57e+00	1.01e+00
NM_001033765	1700071K01Rik	chr11	81572501	81573539	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001033775	Trim80	chr11	115440544	115448268	+	1.18e-02	3.12e-02	0.731550861305433	-1.12631642183627	0.799975180954471	1	9.69e-02	0.00e+00
NM_001033865,NM_024277	Rps27a	chr11	29545841	29548040	-	3.96e+00	5.27e+00	67.1697630307251	-0.289915054197985	0.664051107547125	0.999926082898195	1.78e-01	3.21e-05
NM_001033981	Hbq1b	chr11	32286963	32287912	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001034013,NM_007384	Asic2	chr11	80880164	81968396	-	0.00e+00	1.36e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NM_001034030,NM_001361623,NM_010718,NM_173053	Limk2	chr11	3343296	3356141	-	2.30e+01	2.10e+01	1732.4739906145	0.240438601056953	0.616393441724409	0.999926082898195	2.10e-01	3.21e-05
NM_001034097,NM_001159503	Tnfsfm13	chr11	69682576	69696098	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001034874	Shisa6	chr11	66211724	66526126	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001034878	Dnaic2	chr11	114727418	114757889	+	1.06e-02	1.25e-02	0.579736962456064	-0.152771125792006	0.975364548831474	1	1.08e-02	0.00e+00
NM_001034896,NM_001163172,NR_153839	Tmem92	chr11	94777216	94782703	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001035226,NM_134014	Xpo1	chr11	23256040	23297597	+	3.91e+01	3.11e+01	3201.73741662352	0.473128744562829	0.40798492136665	0.999926082898195	3.89e-01	3.21e-05
NM_001035854,NM_027915	Ap2b1	chr11	83302696	83405033	+	3.04e+01	3.28e+01	3017.12375170412	-0.00800352470771283	0.984560311002358	0.999926082898195	6.76e-03	3.21e-05
NM_001037712	Kcnh6	chr11	106008147	106035594	+	4.96e-02	8.10e-03	2.31508260816301	2.86159968623034	0.313741378635954	1	5.03e-01	0.00e+00
NM_001037713,NM_001291153	Xaf1	chr11	72301628	72313733	+	3.66e+01	4.10e+01	1763.398297979	-0.0722765669183812	0.890557526867744	0.999926082898195	5.03e-02	3.21e-05
NM_001037754,NM_001037755,NM_130862	Baiap2	chr11	119943091	120002618	+	1.32e+01	3.28e+00	345.972177414932	2.15314612324112	2.58643198563198e-06	0.000281394220659035	5.59e+00	3.55e+00
NM_001037764,NM_009021	Rai1	chr11	60140081	60199195	+	1.98e+01	1.30e+01	2134.16227455884	0.691002405868302	0.152074507366995	0.999926082898195	8.18e-01	3.21e-05
NM_001037928	Gm11992	chr11	9048591	9069354	+	0.00e+00	1.50e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NM_001037932	Gm11437	chr11	84148360	84167476	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001038010,NM_020004	Kat2a	chr11	100704745	100712467	-	3.90e+01	4.05e+01	2145.54864101805	0.0468237853808729	0.921896392407771	0.999926082898195	3.53e-02	3.21e-05
NM_001038230,NM_025389	Anapc11	chr11	120598531	120608198	+	1.17e+01	8.94e+00	617.80032965091	0.497219481156608	0.28757948339705	0.999926082898195	5.41e-01	3.21e-05
NM_001038609,NM_001285454,NM_001285455,NM_001285456,NM_010838	Mapt	chr11	104231435	104332089	+	3.55e-02	7.94e-02	5.22700201417394	-0.974594418727983	0.629276876539011	1	2.01e-01	0.00e+00
NM_001038625,NM_001362867,NM_021372	Sertad2	chr11	20631976	20653023	+	9.02e+00	7.59e+00	824.136935521798	0.357716313449377	0.397434687432478	0.999926082898195	4.01e-01	3.21e-05
NM_001038653,NM_001038654,NM_030696	Slc16a3	chr11	120949066	120959000	+	8.90e-01	5.69e-01	31.7562574310914	0.723989391252106	0.381394631652814	0.999926082898195	4.19e-01	3.21e-05
NM_001038664,NM_001284393,NM_001284397,NM_023121	Gngt2	chr11	95842667	95845731	+	1.75e+01	1.74e+01	176.323377912271	0.126665394950557	0.828134037111983	0.999926082898195	8.19e-02	3.21e-05
NM_001038699,NM_022014	Fn3k	chr11	121434952	121443505	+	2.57e-01	3.16e-01	15.8055340462502	-0.263594724068203	0.803781980550482	0.999926082898195	9.49e-02	3.21e-05
NM_001039047	Trim58	chr11	58640464	58652404	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001039092,NM_001039093,NM_001359810,NM_153080	Tom1l2	chr11	60226713	60352905	-	9.31e+00	1.16e+01	833.205526853264	-0.186762344756774	0.730811214939894	0.999926082898195	1.36e-01	3.21e-05
NM_001039242,NM_172568	Marchf10	chr11	105401653	105456735	-	0.00e+00	1.17e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NM_001039502	Krtap1-4	chr11	99582548	99583677	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001039536,NM_001364771	Pigl	chr11	62458440	62516037	+	8.39e+00	8.57e+00	410.361532550986	0.134307944374032	0.765577468599603	0.999926082898195	1.16e-01	3.21e-05
NM_001039537,NM_008501	Lif	chr11	4266795	4272514	+	3.69e-01	3.03e-01	24.3048668577024	0.373290612218811	0.686299523533874	0.999926082898195	1.63e-01	3.21e-05
NM_001039545	Myh2	chr11	67171026	67197517	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001039666,NM_001317213	Krt40	chr11	99536734	99543220	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001039684	Mks1	chr11	87853214	87863803	+	7.77e+00	8.14e+00	351.240997842669	0.0278569987251081	0.959266701036295	0.999926082898195	1.81e-02	3.21e-05
NM_001040005	Rnf213	chr11	119390098	119487418	+	5.92e+01	7.93e+01	20400.0503586297	-0.333719360539687	0.581881540589262	0.999926082898195	2.35e-01	3.21e-05
NM_001040026	Sco1	chr11	67052669	67067440	+	2.05e+00	2.30e+00	164.284667739479	-0.0682614554348838	0.893655987760698	0.999926082898195	4.88e-02	3.21e-05
NM_001040403,NM_001284227,NM_001284228,NM_001362625,NM_001362626,NM_001362627,NM_008028	Flot2	chr11	78037930	78060434	+	2.64e+01	3.37e+01	1374.79436000983	-0.265860684751295	0.601525894465645	0.999926082898195	2.21e-01	3.21e-05
NM_001040686,NM_182996	Zfp692	chr11	58307068	58314613	+	2.36e+01	2.51e+01	819.747534544043	0.00217764602446743	0.996763306960923	0.999926082898195	1.41e-03	3.21e-05
NM_001040696,NM_001162414	Nlrp1b	chr11	71153101	71230733	-	2.28e-01	4.07e-01	23.0235017168921	-0.730353285266455	0.467389759758499	0.999926082898195	3.30e-01	3.21e-05
NM_001042541,NM_009648,NR_104310	Akap1	chr11	88830791	88864586	-	1.90e+00	5.43e+00	239.109339073896	-1.41711198535145	0.00664207369234373	0.181921598799624	2.18e+00	7.40e-01
NM_001042565,NM_019653	Wsb1	chr11	79239382	79243024	-	2.75e+01	3.11e+01	1287.55953831385	-0.0664654389150748	0.876329900611864	0.999926082898195	5.73e-02	3.21e-05
NM_001042606,NM_009217	Sstr2	chr11	113619326	113626018	+	1.06e-02	0.00e+00	0.216391323610704	1.33732002476953	0.788669263383526	1	1.03e-01	0.00e+00
NM_001044383,NM_001302954,NM_001302955,NM_001362544,NM_001362545,NM_001362547,NM_001362548,NM_001362549,NM_001362550,NM_001362551,NM_001362552,NM_011551	Ubtf	chr11	102304559	102317287	-	5.13e+01	5.95e+01	4402.22914247078	-0.122760622572478	0.768041725538032	0.999926082898195	1.15e-01	3.21e-05
NM_001044697,NM_001044698,NM_001044700,NM_001294323,NM_178447	Zfp2	chr11	50898711	50916176	-	8.00e-01	9.70e-01	48.3561155412796	-0.146148499506851	0.843043685140685	0.999926082898195	7.41e-02	3.21e-05
NM_001045516,NM_001368876	Proca1	chr11	78193391	78205763	+	1.82e-01	1.78e-01	4.55089471149536	0.134128720453551	0.940737842399534	1	2.65e-02	0.00e+00
NM_001045520,NM_001346760,NM_001363484	Clint1	chr11	45851968	45910625	+	8.86e+01	6.17e+01	4555.72226511541	0.634103370889024	0.115075082039555	0.999926082898195	9.39e-01	3.21e-05
NM_001045521	Prss38	chr11	59372668	59375653	-	0.00e+00	2.90e-02	0.308194043737356	-1.71499275149384	0.729839590610572	1	1.37e-01	0.00e+00
NM_001045525	Cyb5d1	chr11	69391176	69395346	-	3.04e+00	4.60e+00	215.140372937345	-0.491096300918548	0.312640724173776	0.999926082898195	5.05e-01	3.21e-05
NM_001045526	Scimp	chr11	70790931	70812561	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001045527	Hsf5	chr11	87617163	87659542	+	3.84e-02	0.00e+00	1.46380272698823	3.97650728515463	0.266846933937722	1	5.74e-01	0.00e+00
NM_001045530	Ccnjl	chr11	43528748	43586999	+	3.00e-01	3.35e-01	15.2766165447411	-0.0507660365460025	0.963351865769161	0.999926082898195	1.62e-02	3.21e-05
NM_001045531	Spata22	chr11	73329740	73346044	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001045536	Zzef1	chr11	72796225	72927120	+	1.70e+01	1.56e+01	3222.51168104399	0.229576738839141	0.624126502938776	0.999926082898195	2.05e-01	3.21e-05
NM_001045540	Gm12185	chr11	48904655	48927182	-	1.21e+00	8.52e-01	97.3548803811754	0.614358162555595	0.29072551723779	0.999926082898195	5.37e-01	3.21e-05
NM_001045542	Gm12253	chr11	58432558	58441622	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001045543	Heatr9	chr11	83511678	83522099	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001045959,NM_001045964,NM_016713,NM_176893	Mink1	chr11	70562880	70614482	+	4.26e+01	2.95e+01	3165.64009434821	0.631358748608612	0.151959578640932	0.999926082898195	8.18e-01	3.21e-05
NM_001048057,NM_001048058,NM_001362918,NM_023372	Rpl38	chr11	114668579	114672333	+	4.17e+02	4.03e+02	2426.10871495121	0.167779011669736	0.790181824009309	0.999926082898195	1.02e-01	3.21e-05
NM_001048061,NM_010448	Hnrnpab	chr11	51600099	51606881	-	1.19e+02	1.31e+02	5528.46714629018	-0.0273748158267357	0.946662812832273	0.999926082898195	2.38e-02	3.21e-05
NM_001048196	Krtap4-1	chr11	99627228	99628239	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001076681	Lyrm9	chr11	78826594	78843899	+	2.09e+00	2.08e+00	186.78239954789	0.111345846910942	0.827360245210335	0.999926082898195	8.23e-02	3.21e-05
NM_001077496	Evi2b	chr11	79513384	79523762	-	3.36e+01	2.76e+01	1927.30416293592	0.399847238002949	0.341894577342316	0.999926082898195	4.66e-01	3.21e-05
NM_001077529,NM_008705	Nme2	chr11	93949813	93955783	-	7.73e+01	1.28e+02	1765.78530838145	-0.6261211085976	0.204786073356269	0.999926082898195	6.89e-01	3.21e-05
NM_001077636,NM_001363112,NM_027388	Pigw	chr11	84876312	84880285	-	3.55e+00	3.70e+00	155.061981115768	0.0648556253756991	0.907374935401698	0.999926082898195	4.22e-02	3.21e-05
NM_001077661,NM_001361588,NM_001361589,NM_001361590,NM_001361591,NM_001361592,NM_178623	Urgcp	chr11	5713416	5762376	-	7.37e+00	9.17e+00	762.734368828253	-0.223995686972011	0.654411043260476	0.999926082898195	1.84e-01	3.21e-05
NM_001077696,NM_001284248,NM_001284249,NM_001284250,NM_001361596,NM_010412	Hdac5	chr11	102195746	102230172	-	2.00e+01	2.44e+01	1500.43266381689	-0.196219083191548	0.673306274939929	0.999926082898195	1.72e-01	3.21e-05
NM_001077698,NM_019679	Fmnl1	chr11	103171137	103198900	+	2.08e+02	1.70e+02	12677.5855574672	0.39533498733381	0.385235281017695	0.999926082898195	4.14e-01	3.21e-05
NM_001078167,NM_173374	Srsf1	chr11	88047372	88053757	+	2.29e+01	3.06e+01	2590.47089428801	-0.298266705112411	0.519058858701442	0.999926082898195	2.85e-01	3.21e-05
NM_001079869,NM_010458	Hoxb3	chr11	96323125	96347930	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001080118,NM_001361950,NM_001361951,NM_013634,NM_134027	Med1	chr11	98153660	98193293	-	2.65e+01	2.68e+01	2270.65503162002	0.131796600433183	0.75543011860616	0.999926082898195	1.22e-01	3.21e-05
NM_001080774,NM_001080775,NM_001370611,NM_008659	Myo1c	chr11	75652149	75674634	+	2.64e+00	2.20e+00	228.634226435694	0.363735864005797	0.447502950388723	0.999926082898195	3.49e-01	3.21e-05
NM_001080924,NM_001290501	Znrf3	chr11	5276328	5444847	-	8.55e+00	3.59e+00	745.034104790212	1.3829378644145	0.00236321871855147	0.0898634949610997	2.63e+00	1.05e+00
NM_001080925	Rapgefl1	chr11	98836784	98853005	+	2.17e-01	2.68e-01	18.0010074171963	-0.162727568374256	0.885984961105139	0.999926082898195	5.26e-02	3.21e-05
NM_001080929	Cdr2l	chr11	115381915	115396132	+	5.26e-01	8.44e-01	44.3204968997767	-0.602162926142881	0.444359674880662	0.999926082898195	3.52e-01	3.21e-05
NM_001080931	Med13	chr11	86267032	86357596	-	1.23e+01	1.03e+01	2132.61083937559	0.383760270861922	0.397445592464734	0.999926082898195	4.01e-01	3.21e-05
NM_001080932,NM_001363033	Foxk2	chr11	121259986	121309900	+	1.13e+01	1.17e+01	1023.34097951468	0.0662436516122418	0.881240858869819	0.999926082898195	5.49e-02	3.21e-05
NM_001080934,NM_001359606,NM_001359608,NM_001359609	Slc16a5	chr11	115462472	115474398	+	2.29e+01	2.86e+01	1131.8491078433	-0.101597281296154	0.831920028003846	0.999926082898195	7.99e-02	3.21e-05
NM_001080964,NM_001363225,NM_001363226,NM_030220	Sp2	chr11	96953331	96977688	-	3.36e+01	2.02e+01	1467.83332962518	0.846059443725239	0.0572796773436069	0.756492946647212	1.24e+00	1.21e-01
NM_001080969,NM_001290737	Thg1l	chr11	45945305	45955503	-	2.76e+00	4.53e+00	243.011212650116	-0.598525997743446	0.255325795337456	0.999926082898195	5.93e-01	3.21e-05
NM_001081045,NM_001359634,NM_001372458,NM_001372459,NM_001372460	Kansl1	chr11	104333500	104442291	-	4.90e+01	4.26e+01	4251.07513240998	0.338465593753391	0.40312537180285	0.999926082898195	3.95e-01	3.21e-05
NM_001081046	Efcab3	chr11	105092218	105117537	+	0.00e+00	1.39e-02	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NM_001081158,NM_001368711	Cluh	chr11	74649503	74670854	+	1.75e+01	1.85e+01	1720.01908831431	0.0215657435860131	0.96678087915631	0.999926082898195	1.47e-02	3.21e-05
NM_001081168	Sap30l	chr11	57801636	57810615	+	2.01e+01	1.78e+01	521.682044940151	0.285384115335007	0.527033363966074	0.999926082898195	2.78e-01	3.21e-05
NM_001081194	Kcnh4	chr11	100740377	100759778	-	1.16e-01	1.02e-01	7.31169984897705	0.281643585184938	0.848854718828717	0.999926082898195	7.12e-02	3.21e-05
NM_001081220	Gpr179	chr11	97332109	97352356	-	1.32e-01	3.10e-02	13.5397387030126	2.193636243078	0.0831387188741398	0.925008771985802	1.08e+00	3.39e-02
NM_001081250	Myh13	chr11	67327102	67371587	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001081330	Dnah2	chr11	69420808	69549108	-	1.88e-02	4.40e-03	2.89967915423378	2.23052953203005	0.341359719696112	1	4.67e-01	0.00e+00
NM_001081435	Fbxo47	chr11	97854306	97884154	-	3.66e-01	1.80e-01	8.27006220549998	1.12743692247814	0.424334781953333	0.999926082898195	3.72e-01	3.21e-05
NM_001081652	Nacad	chr11	6597822	6606054	-	4.72e-01	8.06e-01	54.5378518142807	-0.699195776975318	0.384478913539789	0.999926082898195	4.15e-01	3.21e-05
NM_001081957	Wfdc17	chr11	83704055	83706269	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001082535,NM_199019	Sppl2c	chr11	104186326	104191166	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001083331,NM_001276406,NM_172394,NR_075087	Nup88	chr11	70943057	70969973	-	3.38e+01	4.11e+01	1635.75018713354	-0.172259793735561	0.673632019783819	0.999926082898195	1.72e-01	3.21e-05
NM_001083587	Tns3	chr11	8431651	8664535	-	0.00e+00	3.25e-03	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NM_001083884,NM_001330197,NM_027339	Lypd8	chr11	58379031	58390541	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001083955,NM_001083955_dup1	Hba-a2	chr11	32296491	32297310	+	0.00e+00	4.32e-02	0.206965493957373	-1.4238562022677	0.775086285167741	1	1.11e-01	0.00e+00
NM_001085440,NM_175491	Smcr8	chr11	60777524	60788287	+	1.28e+01	1.39e+01	1727.26617555541	-0.0179707689960342	0.965316605762846	0.999926082898195	1.53e-02	3.21e-05
NM_001085498	Chmp6	chr11	119913809	119919552	+	1.43e+01	1.88e+01	454.506891273766	-0.308198303700773	0.532011780085495	0.999926082898195	2.74e-01	3.21e-05
NM_001085500,NM_001364153	Cisd3	chr11	97685932	97688625	+	1.49e+01	1.59e+01	218.820882277337	-0.0147945647165459	0.97718005538933	0.999926082898195	1.00e-02	3.21e-05
NM_001085526	Krtap1-3	chr11	99590460	99591377	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001085527	Krtap9-5	chr11	99948423	99949551	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001085535	Tmem235	chr11	117860751	117865543	+	0.00e+00	3.31e-02	0.51515953769473	-2.52515262633076	0.605748965236826	1	2.18e-01	0.00e+00
NM_001085547	Krtap4-8	chr11	99780013	99780643	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001085548	Krtap4-9	chr11	99785199	99786257	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001098203,NM_010430	Hic1	chr11	75164564	75168152	-	1.85e-01	3.27e-01	16.1398998177009	-0.633683269638789	0.556863341098959	0.999926082898195	2.54e-01	3.21e-05
NM_001098810,NM_175004	Ptrh2	chr11	86684073	86692457	+	3.74e+00	4.59e+00	218.209131397469	-0.179070446080806	0.741031002472519	0.999926082898195	1.30e-01	3.21e-05
NM_001098836,NM_001098837	Atxn7l3	chr11	102289299	102296629	-	4.02e+01	3.59e+01	2473.81930752749	0.247754550121025	0.649354232727898	0.999926082898195	1.88e-01	3.21e-05
NM_001099288,NM_175003	Arhgap44	chr11	65002038	65162961	-	3.02e-02	5.99e-02	3.19774636394044	-0.835753769197739	0.6987241918518	1	1.56e-01	0.00e+00
NM_001099311	Gm11596	chr11	99792674	99793353	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001099312	Gm11569	chr11	99803547	99804446	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001099313,NM_001099313_dup1	Gm11554	chr11	99798185	99809892	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001099346	Gm11937	chr11	99609793	99610431	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001099633	Dnah9	chr11	65831323	66168551	-	2.21e-03	1.04e-02	1.50431909366813	-2.22930515313982	0.544264821406931	1	2.64e-01	0.00e+00
NM_001099635	Myh3	chr11	67078299	67102291	+	5.07e-03	3.02e-02	1.8170215318029	-2.58928520909868	0.403758965497091	1	3.94e-01	0.00e+00
NM_001099641,NM_001359049,NM_008068	Gabra6	chr11	42306436	42321072	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001099688	Fbxo39	chr11	72314443	72319419	+	2.40e-01	2.32e-01	7.14138548003832	0.143354184586041	0.923611333419335	0.999926082898195	3.45e-02	3.21e-05
NM_001099774	Krtap17-1	chr11	99993231	99993994	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001100394	4930505A04Rik	chr11	30426005	30471829	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001100614	Gm11564	chr11	99814975	99815666	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001101453	Ace3	chr11	105994648	106007550	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001101613	Gm11567	chr11	99879186	99880229	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001101656,NM_001101656_dup1	Cd300ld4	chr11	115020688	115026933	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001101657,NM_001101657_dup1	Cd300ld5	chr11	115020688	115026933	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001102611	Smyd4	chr11	75348432	75405705	+	5.56e+00	6.30e+00	368.632954387293	-0.0816501412268116	0.862330425258278	0.999926082898195	6.43e-02	3.21e-05
NM_001102615	Kif19a	chr11	114765388	114790575	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001102650,NM_001362966,NM_001362967,NM_001362968,NM_026561	Nt5c3b	chr11	100429351	100441098	-	4.60e+01	5.77e+01	1281.00856598208	-0.213425087390873	0.605835712970706	0.999926082898195	2.18e-01	3.21e-05
NM_001103171,NM_010862,NM_182698	Myo15	chr11	60469338	60528368	+	2.72e-02	3.50e-02	5.85738080328335	-0.0363433206408061	0.98406160201257	1	6.98e-03	0.00e+00
NM_001104530,NM_001104556,NM_001104557,NM_025426	Med7	chr11	46436946	46442721	+	4.71e+00	5.08e+00	218.470763073482	-0.0238314524460302	0.960346378449012	0.999926082898195	1.76e-02	3.21e-05
NM_001105561	Gm11545	chr11	94755135	94761182	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001109626,NM_001109628,NM_026952	Cdk12	chr11	98203304	98253540	+	1.65e+01	1.36e+01	1943.85377449258	0.386082443826664	0.375230821524069	0.999926082898195	4.26e-01	3.21e-05
NM_001109657,NM_001277079,NM_001277080,NM_008088	Gas7	chr11	67586499	67688992	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001109752,NM_001370671,NM_001370672,NM_001370674,NM_001370675,NM_007864	Dlg4	chr11	70018604	70045531	+	1.93e+01	7.01e+00	780.181196730782	1.56728554062926	0.0015105704589986	0.0647781127490277	2.82e+00	1.19e+00
NM_001109971,NM_001109972,NM_011343	Sec61g	chr11	16501637	16508484	-	2.53e+00	2.01e+00	31.5775762535785	0.444632601489644	0.616517108319456	0.999926082898195	2.10e-01	3.21e-05
NM_001109995,NM_011431	Eftud2	chr11	102838471	102880975	-	4.58e+01	4.62e+01	2718.33566422172	0.0956735585615472	0.812836920519712	0.999926082898195	9.00e-02	3.21e-05
NM_001110133,NM_001370913,NM_026105	1700093K21Rik	chr11	23516202	23519701	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001110148,NM_001110149,NM_001110150,NM_010794	Mgat1	chr11	49244190	49263024	+	2.64e+01	2.41e+01	1192.64910759422	0.236889224340346	0.648309529995601	0.999926082898195	1.88e-01	3.21e-05
NM_001110211,NM_013472,NR_138556	Anxa6	chr11	54978952	55033471	-	2.42e+02	1.42e+02	9167.95823179493	0.881367675768579	0.0293560846264237	0.495281139289875	1.53e+00	3.05e-01
NM_001110242	Ndufaf8	chr11	120098933	120100424	+	2.45e+01	2.89e+01	234.721571779344	-0.113542707794106	0.856138946162794	0.999926082898195	6.75e-02	3.21e-05
NM_001110337,NM_001110338,NM_147217	Gprc5c	chr11	114851531	114872617	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001110499,NM_001110500,NM_007597	Canx	chr11	50293956	50325673	-	5.30e+01	6.25e+01	4391.96555910125	-0.116825543838085	0.794386325603996	0.999926082898195	1.00e-01	3.21e-05
NM_001110778,NM_009613	Adam11	chr11	102761434	102780262	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001112699,NM_001112700,NM_011180	Cyth1	chr11	118164165	118248592	-	8.39e+01	9.68e+01	5016.88270912582	-0.140806349525053	0.796146790862997	0.999926082898195	9.90e-02	3.21e-05
NM_001112705,NM_001294329,NM_001294330,NM_001294331,NM_001294334,NM_001361996	Tlk2	chr11	105181526	105283959	+	1.35e+01	1.37e+01	1254.50063627823	0.11248483549615	0.787527345720392	0.999926082898195	1.04e-01	3.21e-05
NM_001112725,NM_001331112,NM_007436	Aldh3a1	chr11	61208741	61218416	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001112813,NM_001177888,NM_001177890,NM_009783	Cacna1g	chr11	94408390	94474198	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001113325,NM_001252403,NM_008165	Gria1	chr11	57011617	57330244	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001113486,NM_001113487,NM_001113488,NM_017380	Septin9	chr11	117199660	117362325	+	1.59e+02	1.58e+02	8468.98502529099	0.116396179819205	0.774810778690482	0.999926082898195	1.11e-01	3.21e-05
NM_001113563,NM_001362682,NM_011489	Stat5b	chr11	100780730	100850581	-	5.18e+01	4.97e+01	4474.50298148566	0.171082022949521	0.699652092213667	0.999926082898195	1.55e-01	3.21e-05
NM_001114334,NM_001363162,NM_028259	Rps6kb1	chr11	86498868	86544807	-	1.22e+01	1.27e+01	1168.35411673025	0.0217639763422347	0.962294598725311	0.999926082898195	1.67e-02	3.21e-05
NM_001114679	9930111J21Rik1	chr11	48946149	48979381	-	1.36e+01	1.25e+01	892.586943480396	0.22611394438355	0.620800547875202	0.999926082898195	2.07e-01	3.21e-05
NM_001126320	Gm11563	chr11	99657941	99658959	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001126322	Gm11595	chr11	99771713	99772913	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001126323	Gm11565	chr11	99914750	99915671	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001126489	Zfp735	chr11	73688777	73713808	+	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001127233,NM_011640	Trp53	chr11	69580358	69591873	+	9.70e+01	1.07e+02	3248.8435490279	-0.0316907276512421	0.937352319327236	0.999926082898195	2.81e-02	3.21e-05
NM_001127354	Gm11938	chr11	99602645	99603308	-	0.00e+00	0.00e+00	0	0	1	1	0.00e+00	0.00e+00
NM_001127576	Meioc	chr11	102665584	102682238	+	3.48e-02	7.85e-03	1.82293330901228	2.43542101031676	0.474585210203196	1	3.24e-01	0.00e+00
